,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,
6935,1,2,2,2,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1
6936,1,3,3,4,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0,1
6937,0,5,0,8,0,5,1,1,0,7,0,0,2,2,7,7,0,2,2,4,7,3,1,0
6938,0,0,2,8,0,5,1,1,0,7,0,0,2,2,7,7,0,2,2,4,7,2,1,0
6939,1,3,2,2,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
6940,1,2,3,4,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2,1
6941,0,2,3,4,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,4,4,0
6942,1,3,2,4,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1
6943,1,3,2,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1
6944,1,2,3,4,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1
6945,1,2,3,2,0,4,0,0,0,10,0,2,1,3,1,1,0,2,0,3,7,1,0,1
6946,1,5,2,2,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
6947,1,3,3,2,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
6948,1,5,2,4,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
6949,1,3,2,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
6950,1,3,3,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1
6951,1,2,3,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1
6952,0,5,0,8,0,5,1,1,0,10,0,0,2,2,7,7,0,2,2,4,7,3,1,0
6953,1,3,2,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0,1
6954,1,2,2,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1
6955,1,3,2,2,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1
6956,1,3,2,2,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
6957,1,3,3,4,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1
6958,0,3,0,8,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,3,1,0
6959,1,3,2,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
6960,1,3,3,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2,1
6961,1,3,2,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
6962,1,3,2,2,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
6963,1,5,2,4,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1
6964,1,5,3,2,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1
6965,1,2,2,2,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
6966,1,3,3,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1
6967,0,0,2,4,0,5,1,0,0,10,0,1,3,3,4,4,0,2,2,4,7,5,0,0
6968,1,2,2,4,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1
6969,1,3,3,2,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1
6970,0,5,2,4,0,5,1,0,0,10,0,1,3,3,4,4,0,2,2,4,7,5,0,0
6971,1,2,2,4,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1
6972,1,3,2,4,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2,1
6973,1,2,3,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1
6974,1,5,2,4,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
6975,0,3,0,8,0,5,1,1,0,10,0,0,2,2,7,7,0,2,2,4,7,3,1,0
6976,1,2,3,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
6977,1,5,2,2,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1
6978,1,5,2,4,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1
6979,1,2,2,4,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1
6980,1,3,2,4,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
6981,1,3,2,2,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1
6982,1,3,2,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1
6983,1,5,2,2,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1
6984,0,0,2,4,0,5,1,0,0,10,0,1,3,3,4,4,0,2,2,4,7,5,4,0
6985,1,3,2,2,0,8,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1
6986,1,5,2,4,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1
6987,1,5,3,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1
6988,1,2,2,2,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1
6989,0,0,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,0,1,4,3,1,2,0
6990,0,3,2,3,0,5,1,1,0,7,0,0,1,1,7,7,0,2,2,4,7,2,1,0
6991,1,3,3,2,0,4,1,0,0,11,0,2,1,3,1,1,0,2,0,3,7,1,0,1
6992,1,3,3,2,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1
6993,1,2,2,2,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0,1
6994,0,3,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,1,1,4,4,1,2,0
6995,1,2,3,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
6996,1,3,3,2,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
6997,0,3,0,8,0,5,1,1,0,7,0,0,1,2,7,7,0,2,2,4,7,3,1,0
6998,0,5,2,3,0,5,1,1,0,10,0,0,2,1,7,7,0,2,2,4,7,3,1,0
6999,0,3,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,1,1,4,4,4,2,0
7000,1,3,3,2,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
7001,1,3,3,4,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1
7002,1,3,2,2,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1
7003,0,5,2,8,0,5,1,1,0,10,0,0,1,1,7,7,0,2,2,4,7,3,1,0
7004,0,3,2,8,0,5,1,1,0,2,0,0,1,1,7,7,0,2,2,4,7,2,1,0
7005,0,3,2,8,0,5,1,1,0,7,0,0,1,2,7,7,0,2,2,4,7,3,1,0
7006,1,3,2,2,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1
7007,1,5,2,2,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1
7008,0,3,2,3,0,5,1,1,0,10,0,0,2,1,7,7,0,2,2,4,7,3,1,0
7009,0,5,0,8,0,5,1,1,0,2,0,0,2,1,7,7,0,2,2,4,7,3,1,0
7010,1,3,3,2,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1
7011,0,0,2,8,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,3,1,0
7012,1,3,2,2,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1
7013,1,2,2,4,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1
7014,1,2,3,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1
7015,0,3,2,3,0,5,1,1,0,7,0,0,2,1,7,7,0,2,2,4,7,3,1,0
7016,0,5,2,8,0,5,1,1,0,10,0,0,2,2,7,7,0,2,2,4,7,2,1,0
7017,1,2,3,2,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1
7018,1,5,2,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
7019,0,5,0,8,0,5,1,1,0,2,0,0,1,1,7,7,0,2,2,4,7,3,1,0
7020,0,3,0,8,0,5,1,1,0,2,0,0,1,1,7,7,0,2,2,4,7,2,1,0
7021,1,2,2,2,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1
7022,0,2,2,3,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,4,4,0
7023,1,3,2,2,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1
7024,1,5,2,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4,1
7025,0,3,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,0,1,4,0,1,2,0
7026,0,5,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,1,1,4,3,1,2,0
7027,1,3,3,2,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1
7028,1,5,2,2,0,8,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
7029,1,5,2,4,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1
7030,1,3,2,2,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
7031,1,5,2,4,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2,1
7032,0,3,0,8,0,5,1,1,0,2,0,0,1,2,7,7,0,2,2,4,7,2,1,0
7033,0,3,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,0,1,4,3,1,2,0
7034,1,3,3,1,0,4,1,0,0,10,0,2,1,3,1,1,0,2,0,3,7,1,0,1
7035,0,5,0,3,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,3,1,0
7036,0,5,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,1,1,4,4,4,2,0
7037,0,5,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,1,1,4,0,4,2,0
7038,1,3,3,2,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1
7039,0,3,0,8,0,5,1,1,0,7,0,0,2,2,7,7,0,2,2,4,7,2,1,0
7040,0,5,0,3,0,5,1,1,0,2,0,0,1,2,7,7,0,2,2,4,7,3,1,0
7041,0,2,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,1,1,4,3,4,2,0
7042,1,3,3,4,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1
7043,1,3,3,4,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1
7044,1,2,3,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0,1
7045,1,2,3,2,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1
7046,0,3,0,3,0,5,1,1,0,7,0,0,2,1,7,7,0,2,2,4,7,2,1,0
7047,1,2,3,2,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1
7048,1,2,3,4,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1
7049,1,3,2,2,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2,1
7050,0,3,2,3,0,5,1,1,0,10,0,0,1,1,7,7,0,2,2,4,7,3,1,0
7051,0,0,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,0,1,4,8,1,2,0
7052,1,3,3,4,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
7053,1,5,2,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1
7054,0,0,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,0,1,4,4,4,2,0
7055,1,3,2,4,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0,1
7056,1,3,2,4,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
7057,1,3,2,2,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2,1
7058,1,2,2,2,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1
7059,1,5,2,2,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
7060,1,5,2,2,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
7061,1,5,2,4,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0,1
7062,1,3,3,4,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1
7063,0,5,2,5,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,5,4,0
7064,1,2,2,2,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
7065,1,5,3,4,0,4,0,0,0,10,0,2,1,3,1,1,0,2,0,3,7,1,0,1
7066,1,3,2,4,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2,1
7067,0,3,2,3,0,5,1,1,0,2,0,0,1,1,7,7,0,2,2,4,7,3,1,0
7068,1,3,2,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
7069,1,2,3,4,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
7070,1,3,2,4,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1
7071,1,3,3,2,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0,1
7072,1,2,3,2,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
7073,0,2,2,1,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,5,4,0
7074,1,2,3,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1
7075,1,3,2,2,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
7076,1,5,2,2,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2,1
7077,1,2,3,2,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1
7078,1,5,2,4,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1
7079,0,2,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,0,1,4,3,1,2,0
7080,1,2,2,2,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1
7081,1,5,3,2,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1
7082,1,5,3,2,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1
7083,1,5,2,2,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1
7084,1,3,2,2,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1
7085,1,5,2,2,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2,1
7086,0,0,0,3,0,5,1,1,0,10,0,0,1,2,7,7,0,2,2,4,7,3,1,0
7087,1,3,3,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1
7088,1,3,2,2,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1
7089,0,3,0,3,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,2,1,0
7090,0,2,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,0,1,4,3,4,2,0
7091,1,2,3,4,0,4,1,0,0,10,0,2,1,3,1,1,0,2,0,3,7,1,0,1
7092,1,3,2,2,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
7093,1,2,2,4,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
7094,1,3,3,4,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4,1
7095,1,3,2,2,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2,1
7096,1,3,3,4,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1
7097,1,3,3,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1
7098,0,5,0,3,0,5,1,1,0,2,0,0,1,1,7,7,0,2,2,4,7,2,1,0
7099,1,3,3,2,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4,1
7100,1,5,3,1,0,4,0,0,0,11,0,2,1,3,1,1,0,2,0,3,7,1,0,1
7101,1,3,3,2,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4,1
7102,1,3,3,2,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1
7103,0,0,2,8,0,5,1,1,0,7,0,0,2,1,7,7,0,2,2,4,7,3,1,0
7104,1,3,2,4,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1
7105,1,5,2,2,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1
7106,1,2,3,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1
7107,1,2,2,2,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1
7108,1,3,3,2,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0,1
7109,1,3,3,2,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1
7110,0,0,0,8,0,5,1,1,0,10,0,0,2,2,7,7,0,2,2,4,7,2,1,0
7111,1,3,3,4,0,4,0,0,0,10,0,2,1,3,1,1,0,2,0,3,7,1,0,1
7112,1,2,3,2,0,8,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
7113,1,3,2,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4,1
7114,1,3,3,4,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1
7115,1,5,2,2,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
7116,0,5,3,3,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,4,4,0
7117,1,2,2,4,0,8,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
7118,1,3,3,2,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1
7119,0,3,0,8,0,5,1,1,0,10,0,0,1,1,7,7,0,2,2,4,7,2,1,0
7120,1,5,2,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
7121,1,3,3,4,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0,1
7122,1,5,2,2,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0,1
7123,0,3,2,8,0,5,1,1,0,10,0,0,2,1,7,7,0,2,2,4,7,2,1,0
7124,1,2,3,4,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1
7125,1,3,2,2,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4,1
7126,1,3,2,2,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1
7127,1,2,3,2,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
7128,0,2,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,0,1,4,8,4,2,0
7129,1,2,3,4,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1
7130,1,3,3,2,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0,1
7131,1,3,2,2,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1
7132,1,3,2,2,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1
7133,0,0,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,1,1,4,0,4,2,0
7134,0,3,2,3,0,5,1,1,0,7,0,0,1,1,7,7,0,2,2,4,7,3,1,0
7135,0,5,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,1,1,4,3,4,2,0
7136,0,5,0,3,0,5,1,1,0,7,0,0,1,1,7,7,0,2,2,4,7,2,1,0
7137,1,3,2,2,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0,1
7138,1,2,3,2,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
7139,1,3,2,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1
7140,1,3,2,4,0,8,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1
7141,0,0,2,8,0,5,1,1,0,7,0,0,1,2,7,7,0,2,2,4,7,2,1,0
7142,1,2,2,4,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1
7143,0,0,0,3,0,5,1,1,0,7,0,0,2,1,7,7,0,2,2,4,7,2,1,0
7144,1,5,2,4,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0,1
7145,1,5,3,2,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2,1
7146,1,2,3,1,0,4,1,0,0,10,0,2,1,3,1,1,0,2,0,3,7,1,0,1
7147,1,2,2,4,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0,1
7148,1,5,3,2,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2,1
7149,1,2,2,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
7150,1,2,3,2,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1
7151,1,2,2,2,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1
7152,1,5,2,2,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
7153,0,3,2,3,0,5,1,1,0,10,0,0,1,2,7,7,0,2,2,4,7,3,1,0
7154,1,5,2,2,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1
7155,1,3,2,4,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1
7156,1,3,3,2,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1
7157,1,5,2,4,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4,1
7158,0,0,2,3,0,5,1,1,0,2,0,0,2,1,7,7,0,2,2,4,7,2,1,0
7159,1,5,2,4,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2,1
7160,1,2,2,2,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
7161,1,3,2,4,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0,1
7162,0,0,2,3,0,5,1,1,0,10,0,0,2,2,7,7,0,2,2,4,7,3,1,0
7163,1,5,2,4,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1
7164,1,2,3,2,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1
7165,1,2,2,2,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0,1
7166,1,2,3,4,0,4,1,0,0,11,0,2,1,3,1,1,0,2,0,3,7,1,0,1
7167,0,0,0,3,0,5,1,1,0,2,0,0,1,2,7,7,0,2,2,4,7,3,1,0
7168,1,2,2,2,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1
7169,1,3,2,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
7170,0,3,2,3,0,5,1,1,0,7,0,0,2,1,7,7,0,2,2,4,7,2,1,0
7171,1,3,3,4,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1
7172,1,5,2,2,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1
7173,0,0,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,1,1,4,8,1,2,0
7174,1,3,3,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1
7175,1,2,3,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
7176,0,5,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,0,1,4,0,1,2,0
7177,1,3,2,4,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1
7178,1,3,2,4,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0,1
7179,1,3,2,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1
7180,1,3,2,4,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1
7181,0,2,3,1,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,5,4,0
7182,0,2,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,0,1,4,3,1,2,0
7183,0,0,2,8,0,5,1,1,0,2,0,0,1,1,7,7,0,2,2,4,7,2,1,0
7184,1,3,2,2,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
7185,0,0,2,3,0,5,1,1,0,10,0,0,2,2,7,7,0,2,2,4,7,2,1,0
7186,1,3,3,2,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
7187,1,3,3,4,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
7188,0,5,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,1,1,4,8,1,2,0
7189,1,5,2,2,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4,1
7190,1,5,2,4,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
7191,1,2,2,2,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1
7192,1,2,3,2,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4,1
7193,1,5,3,2,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1
7194,1,3,2,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
7195,0,3,3,4,0,5,1,0,0,10,0,1,3,3,4,4,0,2,2,4,7,5,0,0
7196,1,2,2,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
7197,1,3,2,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
7198,1,2,3,4,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1
7199,1,2,2,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
7200,0,3,0,3,0,5,1,1,0,10,0,0,2,2,7,7,0,2,2,4,7,2,1,0
7201,1,3,2,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
7202,0,0,0,8,0,5,1,1,0,7,0,0,1,2,7,7,0,2,2,4,7,3,1,0
7203,1,3,2,2,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1
7204,0,5,2,3,0,5,1,1,0,7,0,0,1,1,7,7,0,2,2,4,7,2,1,0
7205,0,3,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,1,1,4,8,1,2,0
